-10778817.49746323,3912420.8997628987
-10778827.052091712,3912455.535291148
-10778836.606720194,3912481.810519475
-10778847.355677238,3912511.668733483
-10778860.4932914,3912536.74963325
-10778885.574191168,3912549.8872474134
-10778913.043748055,3912552.275904534
-10778933.34733358,3912547.498590293
-10778948.873604983,3912535.853886828
-10778956.039576344,3912523.3134369445
-10778965.892786967,3912509.8772360845
-10778973.954504749,3912498.2325326214
-10778990.077940313,3912503.607011143
-10779003.215554476,3912511.071564645
-10779012.77018296,3912519.431869123
-10779024.713468563,3912526.2992583453
-10779041.732650546,3912535.2567225476
-10779055.16884685,3912545.10993317
-10779069.500789698,3912554.664561623
-10779085.62422526,3912561.830532985
-10779104.434900086,3912568.6979222065
-10779120.856917791,3912573.475236448
-10779140.563339036,3912580.93978995
-10779148.923638958,3912582.73128279
-10779154.89528176,3912566.906429366
-10779157.283938881,3912550.782993802
-10779159.075431721,3912531.0765725565
-10779162.658417402,3912509.2800854426
-10779164.449910292,3912483.9006035947
-10779164.449910292,3912460.6111989464
-10779164.151328152,3912443.2934302655
-10779161.762671031,3912420.6011876194
-10779159.37401391,3912396.117452133
-10779152.208042549,3912371.9322987865
-10779144.444906907,3912351.0315580927
-10779139.966174794,3912330.4293904835
-10779137.577517673,3912308.3343075616
-10779135.786024833,3912286.836393476
-10779134.591696274,3912261.755493709
-10779133.994531993,3912238.466095895
-10779137.577517673,3912211.2951211473
-10779139.070428375,3912186.2142213807
-10779138.771846227,3912163.521981092
-10779138.771846227,3912143.815559847
-10779138.771846227,3912123.5119697656
-10779137.876099806,3912102.61121996
-10779139.070428368,3912077.828902333
-10779139.070428368,3912056.9281525277
-10779135.786024826,3912034.833083274
-10779130.710128445,3912018.1124834293
-10779121.454082102,3912001.989047865
-10779109.212214306,3911980.491136128
-10779093.387360882,3911961.083297023
-10779077.861089598,3911941.974035502
-10779060.841907613,3911922.2676142566
-10779043.52414349,3911906.1441786923
-10779029.490782905,3911889.4235788477
-10779011.874436641,3911870.911495275
-10779005.305629559,3911863.1483596326
-10778986.793536874,3911877.1817202168
-10778969.17719061,3911892.1108181085
-10778948.575022943,3911903.4569394314
-10778943.200544422,3911918.9832107155
-10778943.797708703,3911939.8839605213
-10778940.214723023,3911953.6187389647
-10778934.840244416,3911967.950681699
-10778937.826065818,3911979.893967302
-10778950.515806774,3911988.702140434
-10778962.906965587,3911996.3159850063
-10778973.35734049,3912002.7355010184
-10778984.106297532,3912009.00572596
-10778993.362343876,3912016.61957281
-10779006.052084886,3912028.562858432
-10779016.801041927,3912040.356852965
-10779022.772684729,3912050.657936798
-10779027.4007079,3912061.705478259
-10779034.715970332,3912075.888128774
-10779051.137988063,3912102.909812478
-10779057.109630864,3912126.7963836845
-10779060.692616545,3912151.877265227
-10779060.095452264,3912174.569507873
-10779049.943659501,3912187.7071220367
-10779012.322309852,3912205.0248861616
-10778974.700960202,3912216.3710074844
-10778945.439910473,3912225.3284716867
-10778916.776025025,3912236.0774287297
-10778894.68094666,3912243.840564372
-10778891.097960979,3912257.5753428154
-10778901.846918022,3912281.461914022
-10778907.221396543,3912303.5570015
-10778915.581696415,3912327.742136647
-10778920.956174936,3912348.6428864524
-10778900.055425132,3912358.197514935
-10778872.585868245,3912368.946471978
-10778851.685118439,3912375.8138611997
-10778830.784368549,3912383.576996832
-10778814.660932984,3912391.6387146143
-10778813.168022282,3912406.8664037585
