-10881593.9835539,3542925.13992724
-10881460.2187544,3542847.67116221
-10881316.8993264,3542759.13601212
-10881168.8025841,3542681.66826448
-10881011.1512132,3542593.1342771
-10880853.4998424,3542499.06759495
-10880734.0669857,3542438.20129126
-10880609.8568148,3542366.26876474
-10880514.3105294,3542316.46956309
-10880566.8609863,3542211.33855939
-10880633.7433861,3542106.20842996
-10880691.0711573,3542012.14537102
-10880590.7475577,3541956.81448679
-10880499.9785866,3541895.95079385
-10880423.5415583,3542028.74468351
-10880351.8818443,3542172.60630473
-10880280.2221303,3542305.40310048
-10880213.3397305,3542421.60144112
-10880165.5665879,3542521.20086895
-10880275.444816,3542598.66763314
-10880385.3230442,3542665.06809461
-10880509.5332151,3542731.46890489
-10880638.5207004,3542814.47040824
-10880772.2854999,3542886.40548537
-10880886.9410423,3542941.74043867
-10881001.5965847,3543002.6091671
-10881130.5840699,3543063.47818867
-10881240.4622981,3543102.21317319
-10881359.8951548,3543118.81391718
-10881450.6641259,3543096.67959671
-10881546.2104112,3543057.94462913
