10514,1,-10781080.40,3914675.89,7/10/2009 11:31:00,5.00
10515,1,-10781080.47,3914668.01,7/10/2009 11:32:00,9.00
10516,1,-10781058.80,3914671.57,7/10/2009 11:33:00,7.00
10517,1,-10780878.98,3914669.98,7/10/2009 11:34:00,4.00
10518,1,-10780591.98,3914667.43,7/10/2009 11:35:00,7.00
10519,1,-10780382.99,3914665.57,7/10/2009 11:36:00,38.00
10520,1,-10780364.73,3914664.58,7/10/2009 11:37:00,6.00
10521,1,-10780349.32,3914663.74,7/10/2009 11:38:00,31.00
10522,1,-10780324.55,3914661.31,7/10/2009 11:39:00,20.00
10523,1,-10780304.87,3914659.07,7/10/2009 11:40:00,38.00
10524,1,-10780285.95,3914657.62,7/10/2009 11:41:00,10.00
10525,1,-10780249.64,3914657.43,7/10/2009 11:42:00,33.00
10526,1,-10780133.84,3914659.05,7/10/2009 11:43:00,7.00
10527,1,-10780133.32,3914643.82,7/10/2009 11:44:00,39.00
10528,1,-10780133.21,3914618.53,7/10/2009 11:45:00,8.00
10529,1,-10780132.56,3914475.42,7/10/2009 11:46:00,24.00
10530,1,-10780133.54,3914374.03,7/10/2009 11:47:00,37.00
10531,1,-10780133.13,3914355.48,7/10/2009 11:48:00,35.00
10532,1,-10780132.48,3914339.57,7/10/2009 11:49:00,20.00
10533,1,-10780131.55,3914323.68,7/10/2009 11:50:00,20.00
10534,1,-10780130.35,3914307.80,7/10/2009 11:51:00,11.00
10535,1,-10780128.87,3914291.95,7/10/2009 11:52:00,33.00
10536,1,-10780127.12,3914276.13,7/10/2009 11:53:00,17.00
10537,1,-10780125.09,3914260.34,7/10/2009 11:54:00,31.00
10538,1,-10780123.61,3914246.64,7/10/2009 11:55:00,25.00
10539,1,-10780122.16,3914235.29,7/10/2009 11:56:00,17.00
10540,1,-10780120.52,3914223.98,7/10/2009 11:57:00,25.00
10541,1,-10780118.68,3914212.69,7/10/2009 11:58:00,22.00
10542,1,-10780116.64,3914201.44,7/10/2009 11:59:00,27.00
10543,1,-10780114.41,3914190.23,7/10/2009 12:00:00,44.00
10544,1,-10780110.47,3914171.69,7/10/2009 12:01:00,8.00
10545,1,-10780104.49,3914144.08,7/10/2009 12:02:00,29.00
10546,1,-10780098.62,3914119.81,7/10/2009 12:03:00,38.00
10547,1,-10780092.34,3914095.64,7/10/2009 12:04:00,31.00
10548,1,-10780087.04,3914077.09,7/10/2009 12:05:00,35.00
10549,1,-10780081.98,3914060.53,7/10/2009 12:06:00,21.00
10550,1,-10780076.63,3914044.07,7/10/2009 12:07:00,24.00
10551,1,-10780070.99,3914027.70,7/10/2009 12:08:00,31.00
10552,1,-10780065.08,3914011.43,7/10/2009 12:09:00,31.00
10553,1,-10780058.88,3913995.26,7/10/2009 12:10:00,36.00
10554,1,-10780035.40,3913941.12,7/10/2009 12:11:00,11.00
10555,1,-10780021.63,3913911.35,7/10/2009 12:12:00,18.00
10556,1,-10780007.33,3913881.83,7/10/2009 12:13:00,34.00
10557,1,-10779993.09,3913856.02,7/10/2009 12:14:00,15.00
10558,1,-10779990.40,3913851.39,7/10/2009 12:15:00,3.00
10559,1,-10779981.91,3913836.71,7/10/2009 12:16:00,37.00
10560,1,-10779970.39,3913817.59,7/10/2009 12:17:00,34.00
10561,1,-10779958.55,3913798.68,7/10/2009 12:18:00,17.00
10562,1,-10779946.38,3913779.98,7/10/2009 12:19:00,11.00
10563,1,-10779933.88,3913761.50,7/10/2009 12:20:00,32.00
10564,1,-10779920.80,3913743.38,7/10/2009 12:21:00,44.00
10565,1,-10779909.28,3913728.04,7/10/2009 12:22:00,37.00
10566,1,-10779897.49,3913712.90,7/10/2009 12:23:00,39.00
10567,1,-10779885.44,3913697.98,7/10/2009 12:24:00,43.00
10568,1,-10779873.14,3913683.27,7/10/2009 12:25:00,43.00
10569,1,-10779860.58,3913668.77,7/10/2009 12:26:00,20.00
10570,1,-10779847.77,3913654.50,7/10/2009 12:27:00,34.00
10571,1,-10779841.07,3913647.29,7/10/2009 12:28:00,8.00
10572,1,-10779834.71,3913640.46,7/10/2009 12:29:00,43.00
10573,1,-10779821.74,3913626.83,7/10/2009 12:30:00,23.00
10574,1,-10779809.34,3913614.27,7/10/2009 12:31:00,40.00
10575,1,-10779796.72,3913601.93,7/10/2009 12:32:00,13.00
10576,1,-10779783.88,3913589.81,7/10/2009 12:33:00,15.00
10577,1,-10779770.84,3913577.91,7/10/2009 12:34:00,16.00
10578,1,-10779757.60,3913566.25,7/10/2009 12:35:00,43.00
10579,1,-10779744.15,3913554.82,7/10/2009 12:36:00,36.00
10580,1,-10779730.51,3913543.63,7/10/2009 12:37:00,22.00
10581,1,-10779716.36,3913531.80,7/10/2009 12:38:00,21.00
10582,1,-10779705.71,3913523.27,7/10/2009 12:39:00,41.00
10583,1,-10779694.92,3913514.93,7/10/2009 12:40:00,12.00
10584,1,-10779683.98,3913506.78,7/10/2009 12:41:00,20.00
10585,1,-10779672.90,3913498.82,7/10/2009 12:42:00,12.00
10586,1,-10779661.69,3913491.06,7/10/2009 12:43:00,19.00
10587,1,-10779650.35,3913483.49,7/10/2009 12:44:00,11.00
10588,1,-10779638.87,3913476.13,7/10/2009 12:45:00,42.00
10589,1,-10779632.53,3913472.08,7/10/2009 12:46:00,7.00
10590,1,-10779617.58,3913462.54,7/10/2009 12:47:00,37.00
10591,1,-10779601.35,3913452.63,7/10/2009 12:48:00,21.00
10592,1,-10779597.15,3913450.17,7/10/2009 12:49:00,41.00
10593,1,-10779589.41,3913445.67,7/10/2009 12:50:00,9.00
10594,1,-10779581.79,3913441.24,7/10/2009 12:51:00,32.00
10595,1,-10779568.38,3913433.69,7/10/2009 12:52:00,32.00
10596,1,-10779551.65,3913424.65,7/10/2009 12:53:00,44.00
10597,1,-10779534.77,3913415.91,7/10/2009 12:54:00,17.00
10598,1,-10779517.74,3913407.46,7/10/2009 12:55:00,43.00
10599,1,-10779500.56,3913399.32,7/10/2009 12:56:00,22.00
10600,1,-10779386.31,3913350.30,7/10/2009 12:57:00,33.00
